11104,15100,11591,45432,75377,28182,19306,10145,20895,60747,7997,18404,19421,20179,13573,15628,17401,13596,10395,13591,20681,12586,34235,14064,15015,21494,16208,36378,15175,16241,40527,14292,29573
9043,13039,18193,41548,46723,25041,15145,7548,'null',60445,9656,20183,21680,22318,23715,16765,19180,11715,7771,11110,17517,9122,28251,11440,12391,37721,14147,30454,12274,13100,34603,11668,22989
8470,12466,8957,41352,64707,33819,15952,7035,'null',60292,8663,18530,20147,20665,22062,15249,17527,11442,9195,10957,18041,9646,29315,12864,13815,39145,13154,31878,12121,13187,36027,13092,24413
15403,29432,'null',42933,22368,11804,10068,19941,7877,28196,'null',35566,'null',35361,28755,31650,32463,17498,23676,25991,31308,21816,36296,30585,25656,27016,20608,35679,29470,18043,37548,33453,28754
11936,16712,14459,34583,41798,25414,18578,17240,19987,38806,5049,9576,13953,16762,12725,19018,19493,15328,20186,14723,44198,25437,24226,23855,29606,24006,15328,46469,15587,17853,52778,38363,23644
11357,15353,9020,61913,38519,27235,34031,9978,33580,66599,'null',14097,15174,15932,16789,12041,13094,25486,14567,15464,43508,19578,43096,18236,21527,16467,16369,46019,17048,21174,50689,20804,30034
16014,20790,17629,38661,45876,29492,22656,19750,24065,42884,9127,13654,'null',20840,16803,9858,23571,19406,24264,18801,48276,29515,28304,27933,33684,28084,19406,50547,19665,21931,56856,42441,27722
8249,12665,'null',29516,47322,24847,14651,21255,16600,63251,'null',14769,15906,16844,10658,12353,13706,10981,22911,10256,18745,26931,53891,32700,19079,38761,13953,43374,11960,13746,48423,34368,20369
