16320,28738,13660,22894,21247,15533,17094,18138,14900,24749,7862,23457,8876,13865,18601,15766,23646,28706,27725,22038,26608,21468,38059,19961,25605,20390,21182,26639,32389,33783,32506,22653,14193
14774,31683,3839,20341,12433,9928,10269,9286,6086,15935,14329,26196,12075,19191,23939,18965,28972,18885,17945,17912,22482,11647,31112,20031,27226,25092,17056,22513,25442,23962,28380,21217,17480
18214,30018,7279,21956,14048,11543,8604,7621,7701,17550,11758,23625,9020,16620,22303,15910,26401,22325,21361,18679,23249,15087,29447,22572,28216,26240,17823,23280,23777,27402,29147,25264,16804
17173,20275,8219,16884,19599,14648,8631,10024,7980,16286,13969,25836,12807,18831,24514,19697,28612,21681,19939,19087,25411,17700,29596,23093,30288,32075,19985,23688,23926,27905,37386,24279,22811
23178,40355,18587,28006,24385,21880,18941,17958,18038,27887,6906,13781,4214,11213,16862,7666,18213,35230,24940,38187,38630,26832,39784,28378,34022,19769,33204,41476,34114,39588,45802,31070,22610
17829,34590,13311,26528,18620,16115,13176,12193,12273,22122,3698,19235,4654,9701,14437,11544,19482,27020,16730,32838,33281,21483,34019,20168,25812,16226,27855,39814,28349,31378,40453,22860,14400
26414,43591,21823,42914,27621,35553,22177,21194,21274,31123,11700,17236,10310,16097,21746,11121,23097,40024,29734,41423,41866,30068,43020,33172,38816,24563,36440,48399,37350,44382,49038,35864,27404
9195,25450,8328,26846,26886,18093,12475,11492,12876,22072,4638,19803,11884,12798,19124,19782,23561,24063,13773,24204,24647,12849,30845,17211,22855,20879,19221,31180,23006,28421,31819,19903,11443
