156,121.801936,31.152460,Shanghai
157,121.609821,31.256854,Shanghai
158,121.590630,31.201195,Shanghai
159,121.330920,30.716420,Shanghai
160,121.160208,30.898471,Shanghai
161,121.009215,30.889404,Shanghai
162,121.279707,30.804368,Shanghai
163,121.308913,30.884667,Shanghai
164,121.174767,30.835460,Shanghai
165,121.184608,30.791270,Shanghai
166,121.313560,30.733642,Shanghai
167,121.398117,30.798725,Shanghai
168,121.351141,30.761975,Shanghai
169,121.335591,30.841447,Shanghai
170,121.224504,31.012702,Shanghai
171,121.208168,31.007676,Shanghai
172,121.216930,31.029701,Shanghai
173,121.244411,31.033494,Shanghai
174,121.214756,31.052946,Shanghai
175,121.308373,31.149559,Shanghai
176,121.270928,31.118859,Shanghai
177,121.182973,31.101396,Shanghai
178,121.298106,31.009298,Shanghai
179,121.311149,31.065222,Shanghai
180,121.264979,31.090455,Shanghai
181,121.324292,31.135511,Shanghai
182,121.128377,30.939313,Shanghai
183,121.122594,30.984733,Shanghai
184,121.082042,30.940189,Shanghai
185,121.321933,30.950679,Shanghai
186,121.124008,31.033291,Shanghai
187,121.164214,31.012431,Shanghai
188,121.271215,31.024657,Shanghai
189,121.320582,31.040697,Shanghai
190,121.119851,31.150555,Shanghai
191,121.097739,31.154359,Shanghai
192,121.120299,31.175410,Shanghai
193,121.052836,31.110212,Shanghai
194,121.045769,31.003788,Shanghai
195,120.916200,31.038993,Shanghai
196,121.192271,31.152053,Shanghai
197,121.266312,31.176389,Shanghai
198,121.220211,31.221325,Shanghai
199,121.177770,31.202641,Shanghai
200,121.139420,31.268211,Shanghai
201,121.437159,30.995737,Shanghai
202,121.442219,30.957170,Shanghai
203,121.453251,30.904086,Shanghai
204,121.640834,30.915119,Shanghai
205,121.392705,30.906478,Shanghai
206,121.500112,30.979679,Shanghai
207,121.719360,30.942837,Shanghai
208,121.579142,30.924287,Shanghai
209,121.469839,30.838762,Shanghai
210,121.556812,30.859646,Shanghai
211,121.515923,30.846848,Shanghai
212,121.477343,30.961953,Shanghai
213,121.742202,30.897008,Shanghai
214,121.397411,31.630948,Shanghai
215,121.612181,31.541603,Shanghai
216,121.517533,31.585038,Shanghai
217,121.344110,31.713945,Shanghai
218,121.598105,31.613693,Shanghai
219,121.718341,31.523104,Shanghai
220,121.278078,31.747324,Shanghai
221,121.650368,31.589027,Shanghai
222,121.754086,31.524054,Shanghai
223,121.830991,31.528927,Shanghai
224,121.219207,31.770590,Shanghai
225,121.409339,31.691297,Shanghai
226,121.453435,31.658201,Shanghai
227,121.227647,31.811989,Shanghai
228,121.897914,31.472812,Shanghai
229,121.478805,31.707862,Shanghai
230,121.867429,31.529102,Shanghai
231,121.693170,31.396625,Shanghai
232,121.324856,31.834898,Shanghai
233,121.835926,31.340758,Shanghai
234,120.455474,31.598835,Wuxi
235,120.196286,31.671701,Wuxi
236,120.280554,31.532879,Wuxi
237,120.301394,31.589405,Wuxi
238,120.385626,31.500910,Wuxi
239,120.277499,31.917405,Wuxi
240,119.806648,31.315281,Wuxi
241,120.520388,31.373668,Suzhou
242,120.707141,31.342409,Suzhou
243,120.640725,31.423589,Suzhou
244,120.606638,31.332206,Suzhou
245,120.644206,31.150709,Suzhou
246,120.752927,31.653392,Suzhou
247,120.545536,31.873530,Suzhou
248,120.946771,31.355263,Suzhou
249,121.122193,31.455788,Suzhou
250,120.853972,32.009587,Nantong
251,120.855841,32.070266,Nantong
252,121.069826,32.084945,Nantong
253,120.499959,32.549927,Nantong
254,121.175745,32.332981,Nantong
255,121.652885,31.811875,Nantong
256,120.601900,32.385120,Nantong
257,121.176863,31.896975,Nantong
258,121.533146,29.864820,Ningbo
259,121.531992,29.926029,Ningbo
260,121.836559,29.904821,Ningbo
261,121.711190,29.953908,Ningbo
262,121.503752,29.813623,Ningbo
263,121.446407,29.619311,Ningbo
264,121.867750,29.474304,Ningbo
265,121.414729,29.339018,Ningbo
266,121.169143,30.099863,Ningbo
267,121.256318,30.171368,Ningbo
268,120.795518,30.693061,Jiaxing
269,120.697088,30.767070,Jiaxing
270,120.931696,30.790248,Jiaxing
271,120.939664,30.522950,Jiaxing
272,120.387444,30.440590,Jiaxing
273,121.011919,30.699479,Jiaxing
274,120.563624,30.539512,Jiaxing
275,122.106369,30.021731,Zhoushan
276,122.307375,29.974048,Zhoushan
277,122.217227,30.261661,Zhoushan
278,122.448132,30.730017,Zhoushan
279,120.018286,30.865081,Huzhou
280,120.404076,30.866648,Huzhou
281,120.056235,30.546886,Huzhou
282,119.970220,31.043997,Huzhou
283,119.678542,30.634438,Huzhou
284,118.793142,31.970714,Nanjing
285,117.298945,34.268928,Xuzhou
286,119.971860,31.782703,Changzhou
287,119.200380,34.614324,Lianyungang
288,119.104502,33.558327,Huai'an
289,120.162849,33.373242,Yancheng
290,119.345592,32.391523,Yangzhou
291,119.427313,32.199595,Zhenjiang
292,119.975543,32.531130,Taizhou
293,118.255322,33.935216,Suqian
294,120.208848,30.293164,Hangzhou
295,120.581539,27.969401,Wenzhou
296,120.840527,30.059014,Shaoxing
297,119.880704,29.190668,Jinhua
298,118.876530,28.926641,Quzhou
299,121.286323,28.689039,Taizhou
300,119.949021,28.441759,Lishui
301,117.284740,31.800686,Hefei
